question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,llava_evqa_rerank_base_no_context,llava_evqa_rerank_base_with_context,llava_evqa_rerank_no_p_prime,llava_evqa_rerank_no_p_q_i,llava_evqa_rerank_no_p_q_c,llava_evqa_rerank_no_p_q
Who gave this building an excellence award in 2004?,American society of civil engineers,['ASEANTA'],[],0,"The facility's engineering and design has earned it awards from the American Council of Engineering Companies, the American Institute of Steel Construction, and the Consulting Engineers Council of Illinois.  The building earned a Merit Award in the category of new buildings in the $30 million and over category in the National Council of Structural Engineers Associations 2004 Excellence in Structural Engineering Awards program.  The building earned the 2003 Outstanding Civil Engineering Achievement of the Year award by the American Society of Civil Engineers and the 2004 Project of the Year Overall by Midwest Construction News.",0.20469920337200165,0.05212930589914322,0.013038506731390953,0.02926105260848999,0.10822339355945587,0.0031574820168316364,0.020682528614997864
Where else besides the united states is this bird common?,Canada,['the Neotropics'],[],0,"It breeds in southern Canada, much of the United States, and northern Mexico. It is much less common in the east, where its range is contracting. The populations in Mexico and adjacent states of the United States are resident, but other birds are migratory, wintering in the southern United States, Mexico and south to Guatemala. It is a very rare vagrant to western Europe, with two accepted records in Great Britain in 1981 and 1991.",0.3762429654598236,0.11741004884243011,0.4350716471672058,0.30795609951019287,0.38147199153900146,0.1921163946390152,0.035689692944288254
What kind of moth is this moth?,Acacia,['small Palaearctic'],[],0,"Chelepteryx chalepteryx, the white stemmed wattle moth or white-stemmed acacia moth, is a moth of the family Anthelidae. The species was first described by Rudolf Felder in 1874. It is found in Australia. The wingspan of reaches up to 10 cm. Males have a more intense colouration. The caterpillars of this species feed mainly on wattles and gymea lily.",0.620791494846344,0.037262026220560074,0.004257486667484045,0.006430759094655514,0.018414387479424477,0.0036767791025340557,0.005041714757680893
Up to what altitude can this butterfly be found?,1200,"['7,000 feet']",[],0,"This butterfly can be found in the lowlands or the foothills, at an elevation of about 100–1,200 metres (330–3,940 ft) above sea level.",0.10302096605300903,0.011020824313163757,0.05833512544631958,0.027761878445744514,0.021487683057785034,0.016562439501285553,0.019082283601164818
In what country is this lake located?,Philippines,['Spain'],[],0,Naujan Lake is a freshwater lake in the Philippines located in the northeastern corner of the province of Oriental Mindoro on Mindoro Island. The lake is the fifth largest in the country and the main geographical feature of the Naujan Lake National Park. The entire area is a Ramsar Wetland Site since 1999.,0.9882791042327881,0.023746583610773087,0.13209395110607147,0.01932472363114357,0.1645461469888687,0.15325598418712616,0.05852019786834717
Does this tree prefer or dislike full sunlight?,Prefer,['prefers'],[],0,"This tree prefers wet soil, and partial shade or partial to full sun. It is often cultivated for shade.",0.3161028027534485,0.02662741206586361,0.14094854891300201,0.15839548408985138,0.2922508716583252,0.27784276008605957,0.4451979100704193
"In addition to dry or moist woods, along stream banks and on sandy what is this plant found growing on?",Sandy slopes,['slopes'],[],0,"The species is dispersed throughout eastern North America, from south Eastern Canada south to Florida and Texas, and to Guatemala. It is found growing in dry or moist woods, along stream banks and on sandy slopes.",0.035683613270521164,0.022133057937026024,0.02100774459540844,0.17385032773017883,0.002810467267408967,0.005583381745964289,0.03376739099621773
How many flowers does this plant have?,1,['4–8'],[],0,Each plant usually only contains one to two flowers. They are yellow and often look like dandelions. They have bracts around each flower that have grey star shaped hairs and long black gland tipped hairs. These flowers bloom from June to August.,0.18285225331783295,0.003958675544708967,0.004670082591474056,0.006913724821060896,0.011793114244937897,0.0024162796325981617,0.007787474896758795
What does the this bird range from 54 to 65 cm in?,Total length,['total length'],[],1,"The kelp gull superficially resembles two gulls from further north in the Atlantic Ocean, the lesser black-backed gull and the great black-backed gull and is intermediate in size between these two species. This species ranges from 54 to 65 cm (21 to 26 in) in total length, from 128 to 142 cm (50 to 56 in) in wingspan and from 540 to 1,390 g (1.19 to 3.06 lb) in weight. Adult males and females weigh on average 1,000 g (2.2 lb) and 900 g (2.0 lb) respectively. Among standard measurements, the wing chord is 37.3 to 44.8 cm (14.7 to 17.6 in), the bill is 4.4 to 5.9 cm (1.7 to 2.3 in) and the tarsus is 5.3 to 7.5 cm (2.1 to 3.0 in). The adult kelp gull has black upper parts and wings. The head, underparts, tail, and the small ""mirrors"" at the wing tips are white. The bill is yellow with a red spot, and the legs are greenish-yellow (brighter and yellower when breeding, duller and greener when not breeding). The call is a strident ki-och. Juveniles have dull legs, a black bill, a dark band in the tail, and an overall grey-brown plumage densely edged whitish, but they rapidly get a pale base to the bill and largely white head and underparts. They take three or four years to reach maturity.",0.40977010130882263,0.21296028792858124,0.8212664127349854,0.6324887871742249,0.7354344725608826,0.6921479105949402,0.5658202171325684
How many feet long is the nest of this bird?,10,['5.2'],[],0,"This bird inhabits gallery forests and patches of woodland in the Pantanal, a seasonally-floody area of swamps and wetlands, as well as scattered trees around buildings, at altitudes of up to about 500 m (1,640 ft). The nest is a bulky affair built of sticks in a tree. The birds often move about in pairs, foraging in trees, and sometimes descending to the ground to walk or hop about in a rather ungainly fashion.",0.059501830488443375,0.003274157177656889,0.003640854498371482,0.002900443971157074,0.005450520198792219,0.002947232685983181,0.0045783319510519505
What did the parks department request in 2021 for this rink?,Bids,['competitive bids'],[],0,"In February 2021, the Parks Department announced their request for competitive bids on 5-year contracts for the operation and maintenance of Wollman Rink to be submitted by March 19, 2021. Separately, the non-profit Central Park Conservancy had proposed operating the rink for 20 years and investing $50 million towards renovations. Wollman Park Partners LLC, a joint venture between Harris Blitzer Sports & Entertainment, The Related Companies, Equinox Group, and numerous community organizations, was selected to receive a five-year contract to operate the rink in July 2021. The rink, with a new clubhouse, reopened in November 2021.",0.7036496996879578,0.2251977175474167,0.07173635065555573,0.39500892162323,0.6016544103622437,0.24993263185024261,0.34132593870162964
What does the slow wing growth of this bird suggest it does to wing growth?,Prioritize,['prioritizes'],[],0,"An interesting fact from a biological view, indicated by recent studies, is that it has been found welcome swallows have slow growing wings that are not affected by food intake unless they are starving. This suggests that the welcome swallow prioritizes wing growth even when fasting for up to six hours at a time. It is also believed that the swallow accumulates fat in order to survive time periods that food may be scarce or conditions may be bad. This method allows rapid growth when conditions are good and stable growth when conditions are bad.",0.2233186513185501,0.3449135422706604,0.32656508684158325,0.2983786463737488,0.1320512741804123,0.6245359182357788,0.2530994117259979
