question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,llava_infoseek_eva_clip_base_no_context,llava_infoseek_eva_clip_base_with_context,llava_infoseek_eva_clip_no_p_prime,llava_infoseek_eva_clip_no_p_q_i,llava_infoseek_eva_clip_no_p_q_c,llava_infoseek_eva_clip_no_p_q
What is the closest parent taxonomy of this plant?,Quercus marilandica,['Quercus'],[],0,"Quercus marilandica, the blackjack oak, is a small oak, one of the red oak group Quercus sect. Lobatae. It is native to the eastern and central United States.",0.5289856791496277,0.37455442547798157,0.13680636882781982,0.21869070827960968,0.10179296135902405,0.5593647956848145,0.05952523276209831
What is the basin country to the lake?,China,['Japan'],[],0,The countries and territories included in the following list are: East Asia China Hong Kong Macau Japan North Korea South Korea Mongolia Taiwan South Asia Afghanistan Bangladesh Bhutan British Indian Ocean Territory India Maldives Nepal Pakistan Sri Lanka Southeast Asia Brunei Cambodia Christmas Island Cocos (Keeling) Islands East Timor Indonesia Laos Malaysia Myanmar Philippines Singapore Thailand Vietnam,0.822257936000824,0.006220628973096609,0.0017720581963658333,0.002458481816574931,0.003046561498194933,0.0018681056099012494,0.0012300400994718075
What is the sea level in metre of this place?,0,['45'],[],0,"Cradley (/ˈkreɪdli/) is a village in the Black Country and Metropolitan Borough of Dudley near Halesowen and the banks of the River Stour. Colley Gate is the name of the short road in the centre of Cradley. It was part of the ancient parish of Halesowen, but unlike much of the rest of that parish, which was an exclave of Shropshire, Cradley was always in Worcestershire, until the creation of the West Midlands county in 1974. This meant that for civil administrative purposes, Cradley formerly had the officers which a parish would have had. The population of the appropriate Dudley Ward (Cradley and Wollescote) taken at the 2011 census was 13,340. There are two villages named Cradley in the Midlands of England although the names are pronounced differently; the ""other"" Cradley lies about 30 miles to the southwest, near to the Malvern Hills in south Worcestershire, but just across the county boundary in Herefordshire. In the 19th century a new settlement grew up in heathland on the other side of the river and became known as Cradley Heath. This was in the ancient parish of Rowley Regis.  Previously the residents of Cradley  had the right to graze their animals on that heath, subject to a small annual payment to the lord of the manor.",0.5115710496902466,0.0012301614042371511,0.14210422337055206,0.046681616455316544,0.15751098096370697,0.33631399273872375,0.015895526856184006
What is the closest parent taxonomy of this plant?,Flower,['Stylophorum'],[],0,"Propagation is done by seed or by dividing established clumps in spring. It grows best in moist, high-humus soil, and prefers to be in the shade. Division should be done early in the morning, preferably on a cloudy and mild day. Plants are relatively long lived and readily self-seed under garden conditions.",0.5478811860084534,0.000567474402487278,0.002264382317662239,0.0016842023469507694,0.0005661006434820592,0.0014658637810498476,0.0007691214559599757
What is the location of this person?,New york,"[""crow's nest""]",[],0,"The New York State Pavilion is a historic world's fair pavilion at Flushing Meadows–Corona Park in Flushing, Queens, New York. It was designed in 1962 for the 1964 New York World's Fair by architects Philip Johnson and Richard Foster, with structural engineer Lev Zetlin.",0.3396938145160675,0.009836713783442974,0.15351121127605438,0.006931676529347897,0.017965493723750114,0.16465714573860168,0.18046444654464722
"for the animal in the image, what do they commonly eat?",Leaves,['plant'],[],0,"The dominant forest type found here is Tropical rainforest. Montane forests, Tropical dry forests and  Tropical moist forests are also found here. Some of the higher elevations of the plateau have montane grassland habitats. These forests are a haven to many endangered animals in the Western Ghats.  The Sigur river valley acts as a crucial micro-habitat for herbivores, especially elephants, gaur and sambar and carnivores such as tiger, leopard, wild dog (dhole), sloth bear and striped hyaena for feeding, resting and denning. Smaller carnivores such as palm civet, small Indian civet, jungle cat, jackal and several species  of mongoose also use this valley intensively for feeding, resting and denning. Of the nine species of Vultures which exist in India, the critically endangered white-rumped vulture, long-billed vulture and king vulture (or) red-headed vulture and the endangered Egyptian vulture have been documented in the forests of Nilgiris Western Ghats landscape, which comprises the Sigur and Moyar Valleys. A proposal has been initiated to notify Sigur and adjoining forest areas as a wildlife sanctuary for vultures.",0.4660620391368866,0.018428519368171692,0.022435089573264122,0.007069101557135582,0.02247754856944084,0.008642849512398243,0.007433869875967503
Who is the manufacturer of this object?,L D Esty,['Barnes & Noble'],[],0,"The Roadhouse pre-dated the American Craftsman style, yet contained many of the elements that are found in it. The Roadhouse may be the trend setter that led to the Craftsman shingle style Berkeley style made well known by Julia Morgan, Bernard Maybeck and Greene and Greene. It reflects many of the concepts found in The Simple Home, Charles Keeler, 1906, a great influence on the Craftsman School. This century-old home, with the visual clues and the proximity of this site to Esty/Houghton home, leads historians to believe that is an L D Esty home. (see Ross) HisPogonip Clubhouse is on the National Register of Historic Places.",0.04751255735754967,0.00246644439175725,0.02378598414361477,0.013364456593990326,0.0032566958107054234,0.029069559648633003,0.015031082555651665
What country does this place belong to?,China,['United Kingdom'],[],0,"The film's distribution rights were purchased by The Jim Henson Company from ITC Entertainment in August 1984. Currently, Universal Pictures handles theatrical distribution in the United States and internationally (including the United Kingdom) due to prior contractual obligations with the former Associated Film Distribution and ITC, but the film’s ownership and copyright are controlled by The Jim Henson Company.",0.8172414898872375,0.0018289845902472734,0.0015125126810744405,0.006419766694307327,0.0020189378410577774,0.0036650875117629766,0.002667937660589814
What is this mountain named after?,Semyon dezhnyov,['William McKinley'],[],0,"After Semyon Dezhnyov and his Cossack companions had established Anadyrsk in the 17th century, they began to explore the surrounding area and discovered the Kresta Bay in 1660, although it was not mapped properly until it was visited by Vitus Bering seventy years later.",0.24505957961082458,0.0781751275062561,0.014626036398112774,0.007811209186911583,0.0005757678882218897,0.03047018311917782,0.0013304803287610412
who/what operates this building?,Taylor swift,['Detroit Lions'],[],0,"Credits are adapted from the liner notes of 1989. Taylor Swift – vocals, background vocals, songwriter, clapping, shouts Cory Bice – assistant recording Tom Coyne – mastering Serban Ghenea – mixing John Hanes – engineering for mix Sam Holland – recording Michael Ilbert – recording Jonas Lindeborg – trumpet Max Martin – producer, songwriter, keyboard, programming, claps, shouts Shellback – producer, songwriter, acoustic guitar, bass guitar, keyboard, background vocals, drums, programming, claps, shouts, percussion Jonas Thander – saxophone Magnus Wiklund – trombone",0.13686387240886688,0.07796557247638702,0.1310376524925232,0.014301527291536331,0.054954905062913895,0.15938466787338257,0.010025471448898315
What is the pH value of this drink?,3,['2.6-2.8'],[],0,"Mixers can include lime juice, lemon juice, orange juice and spiced simple syrup, grenadine, tea, etc. A gin and tonic can also be mixed with a sorbet. Some gin-and-tonic inspired drinks also have champagne (e.g. the Parisian), vermouth and Campari (e.g. the Sbagliato-nic), vermouth and bitters (e.g. the Posh G&T), super smokey whiskey (e.g. the Ol' Smokey), peach liqueur and grapefruit bitters (e.g. the Tonic Delight), mint bitters, and chocolate liqueur (e.g. the Guilty Pleasure), etc.",0.25630468130111694,0.17998087406158447,0.10134101659059525,0.21234716475009918,0.03469660133123398,0.07549930363893509,0.07008981704711914
